,open_time,open_price,high_price,low_price,close_price,volume
0,2024-02-29 14:00:00,128.71000000,130.86000000,128.00000000,129.18000000,558084.83000000
1,2024-02-29 15:00:00,129.17000000,130.01000000,126.99000000,129.23000000,388801.16000000
2,2024-02-29 16:00:00,129.24000000,134.14000000,129.05000000,132.77000000,667270.47000000
3,2024-02-29 17:00:00,132.77000000,134.65000000,130.74000000,131.55000000,697081.75000000
4,2024-02-29 18:00:00,131.55000000,132.67000000,130.34000000,132.32000000,389001.67000000
5,2024-02-29 19:00:00,132.33000000,133.03000000,127.06000000,130.68000000,760601.63000000
6,2024-02-29 20:00:00,130.68000000,132.09000000,126.33000000,128.64000000,685429.66000000
7,2024-02-29 21:00:00,128.63000000,129.80000000,126.34000000,127.57000000,411218.90000000
8,2024-02-29 22:00:00,127.56000000,130.40000000,127.02000000,130.19000000,264772.47000000
9,2024-02-29 23:00:00,130.18000000,131.92000000,130.05000000,130.52000000,282566.70000000
10,2024-03-01 00:00:00,130.52000000,130.57000000,124.60000000,127.80000000,571179.48000000
11,2024-03-01 01:00:00,127.80000000,128.19000000,122.50000000,123.65000000,453362.45000000
12,2024-03-01 02:00:00,123.65000000,126.34000000,123.48000000,125.68000000,272329.99000000
13,2024-03-01 03:00:00,125.68000000,133.00000000,125.61000000,132.93000000,533824.23000000
14,2024-03-01 04:00:00,132.93000000,137.20000000,131.47000000,135.71000000,805311.11000000
15,2024-03-01 05:00:00,135.70000000,136.64000000,132.42000000,133.85000000,433936.79000000
16,2024-03-01 06:00:00,133.85000000,136.30000000,133.56000000,133.94000000,371957.45000000
17,2024-03-01 07:00:00,133.95000000,137.53000000,133.84000000,137.49000000,428959.87000000
18,2024-03-01 08:00:00,137.48000000,137.80000000,133.53000000,134.05000000,370617.83000000
19,2024-03-01 09:00:00,134.04000000,135.21000000,132.61000000,133.47000000,310756.65000000
20,2024-03-01 10:00:00,133.48000000,134.25000000,131.59000000,131.92000000,258288.84000000
21,2024-03-01 11:00:00,131.91000000,133.20000000,130.75000000,132.17000000,280196.07000000
22,2024-03-01 12:00:00,132.16000000,134.24000000,132.12000000,133.98000000,268047.46000000
23,2024-03-01 13:00:00,133.98000000,135.00000000,133.23000000,134.12000000,223366.35000000
24,2024-03-01 14:00:00,134.12000000,135.47000000,133.41000000,135.37000000,274387.16000000
25,2024-03-01 15:00:00,135.37000000,135.37000000,133.64000000,134.28000000,282829.51000000
26,2024-03-01 16:00:00,134.28000000,134.98000000,133.36000000,134.93000000,256402.38000000
27,2024-03-01 17:00:00,134.93000000,134.98000000,131.30000000,132.93000000,410318.15000000
28,2024-03-01 18:00:00,132.94000000,133.68000000,130.23000000,131.18000000,504788.67000000
29,2024-03-01 19:00:00,131.18000000,131.58000000,129.36000000,129.41000000,342276.41000000
30,2024-03-01 20:00:00,129.41000000,132.82000000,129.35000000,131.96000000,376933.38000000
31,2024-03-01 21:00:00,131.96000000,133.70000000,130.64000000,132.85000000,379523.30000000
32,2024-03-01 22:00:00,132.85000000,133.30000000,129.92000000,130.93000000,266384.92000000
33,2024-03-01 23:00:00,130.92000000,131.78000000,129.74000000,131.60000000,320706.81000000
34,2024-03-02 00:00:00,131.61000000,131.61000000,129.75000000,130.83000000,272255.84000000
35,2024-03-02 01:00:00,130.83000000,131.62000000,129.88000000,130.66000000,196003.17000000
36,2024-03-02 02:00:00,130.67000000,131.68000000,129.32000000,129.43000000,208558.74000000
37,2024-03-02 03:00:00,129.43000000,131.69000000,129.16000000,130.35000000,392219.96000000
38,2024-03-02 04:00:00,130.35000000,130.39000000,127.20000000,129.07000000,450174.70000000
39,2024-03-02 05:00:00,129.07000000,130.04000000,128.48000000,129.80000000,207214.23000000
40,2024-03-02 06:00:00,129.81000000,130.20000000,129.14000000,130.06000000,161288.79000000
41,2024-03-02 07:00:00,130.06000000,130.71000000,129.18000000,129.23000000,198734.33000000
42,2024-03-02 08:00:00,129.23000000,129.49000000,127.80000000,128.30000000,186626.78000000
43,2024-03-02 09:00:00,128.30000000,129.50000000,127.90000000,129.14000000,152379.82000000
44,2024-03-02 10:00:00,129.15000000,129.24000000,127.96000000,129.16000000,140869.40000000
45,2024-03-02 11:00:00,129.16000000,130.53000000,127.63000000,129.79000000,266263.00000000
46,2024-03-02 12:00:00,129.79000000,130.47000000,127.28000000,128.50000000,299225.70000000
47,2024-03-02 13:00:00,128.50000000,129.43000000,127.95000000,128.24000000,146212.68000000
48,2024-03-02 14:00:00,128.24000000,129.27000000,128.18000000,128.69000000,138686.26000000
49,2024-03-02 15:00:00,128.69000000,130.20000000,128.45000000,129.68000000,196455.46000000
50,2024-03-02 16:00:00,129.68000000,130.44000000,128.79000000,129.29000000,191623.73000000
51,2024-03-02 17:00:00,129.29000000,129.37000000,127.35000000,128.44000000,313854.37000000
52,2024-03-02 18:00:00,128.45000000,128.91000000,127.50000000,127.91000000,127264.47000000
53,2024-03-02 19:00:00,127.92000000,128.69000000,127.46000000,128.27000000,139993.77000000
54,2024-03-02 20:00:00,128.27000000,128.75000000,127.75000000,127.91000000,132151.62000000
55,2024-03-02 21:00:00,127.91000000,129.72000000,127.84000000,129.66000000,128685.32000000
56,2024-03-02 22:00:00,129.66000000,130.79000000,129.49000000,130.63000000,169731.04000000
57,2024-03-02 23:00:00,130.63000000,131.46000000,128.41000000,129.19000000,219060.12000000
58,2024-03-03 00:00:00,129.19000000,129.73000000,128.43000000,128.80000000,81655.80000000
59,2024-03-03 01:00:00,128.79000000,129.37000000,128.19000000,128.30000000,96228.53000000
60,2024-03-03 02:00:00,128.30000000,130.13000000,128.25000000,130.02000000,156652.06000000
61,2024-03-03 03:00:00,130.03000000,130.34000000,128.71000000,128.80000000,283591.65000000
62,2024-03-03 04:00:00,128.80000000,130.73000000,128.42000000,130.08000000,251213.45000000
63,2024-03-03 05:00:00,130.08000000,130.27000000,128.23000000,129.22000000,177524.82000000
64,2024-03-03 06:00:00,129.23000000,130.28000000,129.01000000,130.15000000,120636.36000000
65,2024-03-03 07:00:00,130.14000000,130.56000000,129.64000000,130.23000000,101332.22000000
66,2024-03-03 08:00:00,130.24000000,130.33000000,129.34000000,129.61000000,77850.90000000
67,2024-03-03 09:00:00,129.62000000,130.30000000,128.48000000,129.20000000,185237.56000000
68,2024-03-03 10:00:00,129.21000000,129.49000000,124.17000000,126.76000000,650846.96000000
69,2024-03-03 11:00:00,126.77000000,127.47000000,125.00000000,126.77000000,466146.68000000
70,2024-03-03 12:00:00,126.77000000,131.35000000,126.51000000,129.93000000,558609.94000000
71,2024-03-03 13:00:00,129.93000000,130.46000000,128.95000000,129.06000000,203629.71000000
72,2024-03-03 14:00:00,129.05000000,129.72000000,128.65000000,128.71000000,137945.19000000
